       instance    k  n_red    m_red      n        m  heu_timelimit  exact_timelimit  do_confirm_crit  confirm_timelimit    R  reltg_size  do_heu    ss  ss_gen_1st  ss_fin_1st  chroma_k_early  chroma_k  crit_early  crit    edges           time             time_pp  time_confirm_chroma  time_confirm_crit               time_color  iter            ttb  itb  max_iter_diff              ss_fin_avg              ss_gen_avg  ss_gen_best  num_size_att  heu_mistakes  num_pp         avg_pp_reduced        avg_pp_skipped  calls_to_coloring  num_gen_subsets  infeas  clique_start  color_not_ok  seed
 1-Insertions_6    7    607     6337    607     6337            0.5                1                1                300  200        1.08       0   607         607         607               1         1           0     0     6337   19.104487337                   0              6.1e-08      300.097981343       1.7770100220000502     1              0    0              0                       0                       0          607            19             0       0                     NA                    NA               3800             3800       0             2             0     6
 1-Insertions_6    7    607     6337    607     6337            0.5                1                1                300  200        1.08       0   607         607         607               1         1           0     0     6337   18.464540819                   0              5.5e-08      301.325444365       1.4426860259999765     1              0    0              0                       0                       0          607            19             0       0                     NA                    NA               3800             3800       0             2             0     7
 1-Insertions_6    7    607     6337    607     6337            0.5                1                1                300  200        1.08       0   607         607         607               1         1           0     0     6337   16.343470066                   0              5.6e-08      301.972696196       0.5198026339998354     1              0    0              0                       0                       0          607            19             0       0                     NA                    NA               3800             3800       0             2             0     8
 1-Insertions_6    7    607     6337    607     6337            0.5                1                1                300  200        1.08       0   607         607         607               1         1           0     0     6337    15.98859373                   0                6e-08      301.359309759       0.5000952120000101     1              0    0              0                       0                       0          607            19             0       0                     NA                    NA               3800             3800       0             2             0     9
 1-Insertions_6    7    607     6337    607     6337            0.5                1                1                300  200        1.08       0   607         607         607               1         1           0     0     6337   16.366954482                   0             4.82e-07      300.791765622       0.7798905729999505     1              0    0              0                       0                       0          607            19             0       0                     NA                    NA               3800             3800       0             2             0    10
    2-FullIns_3    5     52      201     52      201            0.5                1                1                300  200        1.08       0     9          52          10               1         1           1     1       22  300.000929106   7.020776836000006              6.3e-08           3.38e-07         8.91151712199991   368    3.181846994    1              1     0.04227141482194418     0.04690407443054219            9           736             0     366     0.9863387978142076     5.877049180327869              79429            77925       0             4             0     1
    2-FullIns_3    5     52      201     52      201            0.5                1                1                300  200        1.08       0     9          52          10               1         1           1     1       22  300.002005552   6.871157987000004             3.69e-07           4.59e-07        9.401363768999923   342     3.40580825    1              1     0.04257738821701986     0.04719571729723732            9           685             0     341     0.9765395894428153     5.979472140762463              73458            72104       0             4             0     2
    2-FullIns_3    5     52      201     52      201            0.5                1                1                300  200        1.08       0     9          52          10               1         1           1     1       22   300.00636761   7.065483819000003             5.74e-07           7.45e-07        9.113528803000019   301    4.386214662    1              1     0.04229564672721579    0.046836830566865016            9           603             0     300     0.9666666666666667    5.8133333333333335              65097            63860       0             4             0     3
    2-FullIns_3    5     52      201     52      201            0.5                1                1                300  200        1.08       0     9          52          10               1         1           1     1       22   300.00078521   7.069773289999997              5.4e-08           2.26e-07        9.376747240999984   283    4.985737644    1              1     0.04221534982708167     0.04673782920989625            9           567             0     282     0.9645390070921985     5.780141843971631              61315            60144       0             4             0     4
    2-FullIns_3    5     52      201     52      201            0.5                1                1                300  200        1.08       0     9          52          10               1         1           1     1       22   300.00396417   6.833538759000002             1.15e-07           8.08e-07        9.732209762999927   176    5.495749236    1              1    0.041614626239005074     0.04610560442188621            9           352             0     174     0.9712643678160919     5.879310344827586              38343            37631       0             4             0     5
